ln_uwe,ln_ahe,age,gender,race,years_ed
6.001034,1.906689,29,1,2,13
5.988153,2.299273,47,2,1,12
5.521461,1.832582,30,2,2,13
6.211526,2.522647,41,1,1,13
6.763174,3.074295,25,1,1,16
5.595569,1.906689,25,2,1,13
6.047554,2.358675,32,2,1,15
7.194711,3.505832,35,1,1,16
6.868535,3.179655,35,1,1,16
6.917325,3.228445,37,2,1,16
7.130899,3.442019,36,1,1,22
5.440501,1.751622,49,2,1,12
6.001034,2.312155,40,2,2,16
5.919307,2.230428,25,1,1,10
6.323807,2.634928,36,2,1,13
6.868535,3.179655,44,1,5,16
4.971415,0.87707,33,2,1,16
3.937341,0.0661398,41,2,1,18
6.323807,2.229463,45,2,1,13
6.214608,2.207275,26,1,1,18
6.233656,2.544777,35,2,1,16
5.405556,1.716677,25,2,1,16
6.134565,2.327903,28,1,2,12
5.846883,2.158004,25,1,2,12
6.288716,2.482054,48,2,1,12
4.998641,1.309761,28,2,1,18
6.39693,2.70805,45,1,1,16
6.047554,2.135531,26,1,1,16
6.214608,2.995732,35,2,1,16
6.806659,2.999997,30,1,1,18
7.043888,3.355008,34,2,2,16
5.789725,2.178807,41,2,1,13
5.846883,2.158004,48,2,1,12
5.226642,1.537763,32,2,1,9
5.354407,1.799059,31,1,1,9
6.134565,2.445686,50,2,1,14
5.441418,1.752539,41,1,1,9
5.153736,1.347074,42,2,1,12
5.74015,2.051271,33,1,5,6
4.565949,1.010601,39,2,1,12
5.559043,1.870164,50,2,1,12
6.001034,2.312155,35,1,1,12
5.986548,2.179886,36,1,1,12
6.047554,2.464035,49,2,1,13
5.595569,1.724368,35,2,1,12
6.001034,1.993701,30,1,1,10
6.390499,2.296154,34,1,1,13
5.63066,1.993074,34,2,1,13
6.256045,2.00755,43,1,1,12
5.457948,1.363603,44,2,1,13
6.092006,3.000963,42,2,1,16
6.422247,2.733368,47,1,1,13
5.521461,2.120264,28,2,2,12
6.092006,3.096273,26,2,1,14
5.196285,1.507405,30,2,1,10
6.029205,2.117182,37,1,1,12
7.904088,3.809744,36,1,1,14
5.424611,1.735732,37,2,1,15
6.045532,2.579796,33,2,1,13
6.763174,3.074295,38,1,1,16
6.288716,2.527516,36,1,1,16
7.541479,4.140282,42,1,1,16
4.222178,2.142736,38,2,1,18
7.260577,3.499377,50,1,1,16
5.952244,2.263364,28,2,1,14
6.511859,2.82298,32,1,1,16
5.952244,2.368725,50,2,1,12
3.912023,0.2231435,25,1,1,11
5.501003,1.812124,28,1,1,12
5.7291,2.040221,39,2,1,14
5.441418,1.752539,29,2,1,10
5.441418,1.752539,40,2,1,13
6.390499,2.701619,27,1,1,12
5.560682,2.005334,49,2,1,12
5.783825,3.704384,32,2,1,14
6.620073,2.931194,26,1,1,13
7.130899,3.442019,42,1,1,16
7.067385,3.378506,42,2,2,16
4.679278,0.9903987,34,1,2,13
6.040255,2.032922,28,1,1,12
5.441418,1.752539,32,2,1,12
6.270698,2.581818,32,1,1,13
5.952244,2.263364,45,1,1,10
4.240527,1.244795,36,2,1,11
5.765914,2.077035,35,2,2,13
5.846883,1.975682,39,2,2,13
7.130899,3.442019,50,1,2,16
6.594098,2.956511,46,2,2,18
7.050856,3.361977,41,1,2,13
5.029684,1.446165,26,2,2,12
6.25906,2.347037,36,1,1,9
6.39693,2.70805,39,2,2,16
6.134565,2.445686,39,2,1,12
6.134565,2.263364,27,1,1,12
7.4783,3.383955,36,1,1,16
4.382027,1.386294,33,2,1,12
4.119662,0.4307829,28,1,1,10
7.561672,3.872792,39,2,1,22
5.804324,2.115444,36,1,1,12
7.245689,4.026813,38,2,1,16
2.748872,-0.9400073,35,2,1,16
5.544276,1.988927,35,2,1,12
6.981863,3.292984,43,1,2,18
5.7291,2.145581,46,1,1,10
6.214608,2.525729,37,2,2,18
6.288716,2.417515,34,2,2,14
4.767689,1.07881,31,2,1,9
6.045532,2.490184,30,2,2,12
4.902421,1.906689,46,2,3,12
5.123964,1.435085,25,2,1,18
6.207816,2.518936,38,1,1,14
5.741523,2.052643,43,2,2,14
5.952244,2.263364,33,1,2,12
5.521461,1.832582,50,2,1,9
6.295834,2.606954,43,1,1,13
6.007994,3.012262,33,1,1,9
6.576398,3.175201,25,1,1,13
4.748271,1.137353,29,2,2,12
4.127134,1.236763,27,2,5,16
6.214608,2.525729,48,2,1,13
5.991465,2.302585,27,1,1,10
5.48224,1.793361,43,2,1,12
1.89712,-1.791759,32,2,2,12
6.357709,2.668829,32,2,1,16
5.846883,2.158004,34,2,1,16
7.561672,3.649649,48,1,1,16
7.083646,3.394767,36,1,1,12
6.39693,2.484907,40,1,1,12
5.926926,2.238047,36,2,2,12
6.288716,2.417515,34,2,1,13
6.047554,1.604903,30,2,1,13
5.846883,2.158004,31,1,1,9
6.694181,2.686848,32,1,1,13
6.047554,2.333982,47,2,1,13
5.153736,1.598388,43,2,1,10
7.098811,3.292148,28,2,1,14
6.214608,2.525729,33,2,1,12
3.361977,-0.3269028,33,2,1,18
6.645391,2.956511,27,1,4,18
7.387328,3.475305,45,1,1,20
6.482872,2.67621,34,1,1,20
6.092006,2.403126,26,1,1,16
7.743995,4.055116,48,1,1,18
6.060457,2.371578,32,1,1,10
5.036952,1.348073,39,1,2,10
5.521461,1.832582,30,2,1,12
6.047554,2.135531,38,1,2,18
4.902421,1.318903,29,2,2,16
3.753118,0.7573852,48,2,2,13
5.90095,2.212071,38,2,2,16
5.044045,1.132022,26,1,1,12
5.592557,1.903677,28,2,2,13
5.192957,1.504077,25,2,2,12
5.441418,1.192923,35,1,1,13
6.54003,2.851151,35,2,1,16
6.214608,1.966113,35,1,1,13
6.827713,2.579217,46,1,1,16
5.7291,2.015528,40,2,1,12
4.902421,1.501224,38,2,1,12
6.357709,2.263364,42,1,2,13
5.477009,1.78813,35,1,2,12
6.175387,2.486508,32,2,2,13
5.441418,1.88607,41,2,1,12
4.525127,0.6131045,37,2,1,8
5.634789,1.828127,27,2,1,13
7.050856,3.244194,37,2,1,16
5.952244,2.263364,45,1,1,8
4.471639,0.7827594,32,2,2,13
6.733402,3.332205,35,2,1,14
7.205007,3.516127,47,1,1,14
6.323807,2.411784,34,1,1,11
5.63066,1.941781,38,2,1,12
5.63066,1.941781,38,1,1,12
5.846883,2.158004,40,2,1,12
5.991465,1.89712,27,1,1,15
7.050856,3.244194,48,1,1,18
6.634462,2.896792,37,2,2,18
6.915266,3.919533,31,1,1,12
6.444284,3.448552,29,1,1,13
6.134565,2.445686,42,1,1,8
5.809143,2.120264,36,2,1,8
6.092006,2.285343,43,1,1,13
5.595569,1.906689,37,2,1,12
6.868535,2.956511,40,1,5,13
6.357709,2.668829,38,2,1,16
7.205007,3.516127,34,1,1,16
5.521461,1.883875,44,1,1,12
5.480639,2.484907,49,2,1,10
6.56743,2.760767,31,2,1,16
6.763174,2.514679,27,1,1,12
6.437752,2.525729,31,1,1,13
6.390499,2.701619,49,1,1,12
5.846883,2.158004,30,2,1,16
6.742404,3.053525,39,2,1,16
6.594098,2.905218,46,1,1,16
5.991465,2.465104,38,2,1,14
3.688879,0.1335314,42,2,1,18
6.324359,2.412336,32,2,1,16
6.357709,2.668829,26,1,1,12
5.035953,1.347074,40,1,2,12
6.868535,3.061872,49,1,1,16
6.047554,2.358675,48,2,1,13
6.322822,2.410799,34,1,1,16
6.739564,3.050685,35,2,1,13
6.092006,3.096273,50,2,1,12
4.989582,1.300702,40,2,1,15
4.787492,1.232144,36,2,1,12
5.846605,2.157726,34,2,1,12
4.858619,0.9465961,47,1,1,9
5.703783,1.609438,47,2,1,10
6.261128,2.572249,30,2,1,13
5.926926,2.371578,43,2,2,14
3.819085,0.8233528,30,2,1,13
6.412828,2.675159,39,1,1,12
6.175387,2.486508,37,2,1,12
5.664562,1.975682,32,2,2,12
7.099646,3.410767,33,1,1,16
6.074846,2.385967,34,1,1,13
6.387268,2.475245,29,1,1,16
5.7291,2.040221,36,2,2,9
3.256616,-0.4322633,37,2,1,8
6.422247,2.733368,45,1,1,12
5.990502,2.301623,29,1,1,9
5.259097,1.703749,29,2,1,12
5.373825,1.684945,36,2,2,12
5.846883,2.158004,28,2,2,13
6.645391,2.638058,35,1,1,18
4.459988,1.058791,34,2,1,13
6.001034,2.312155,44,1,2,10
6.357709,2.350376,28,1,1,14
6.175387,2.486508,40,2,1,13
7.130899,4.135167,29,1,1,16
6.868535,2.956511,38,1,1,13
5.595569,1.906689,25,2,1,12
6.047554,2.358675,45,1,2,12
5.90095,2.212071,41,2,2,12
5.90095,2.212071,25,2,1,12
5.452468,1.89712,33,2,1,12
6.324609,2.63573,35,1,1,18
4.923624,1.457888,43,2,1,10
5.846883,2.158004,30,1,1,9
6.288716,2.482054,28,2,1,16
6.193102,2.504222,38,2,1,12
5.595569,1.906689,35,2,1,12
6.740701,3.051822,42,1,1,18
5.164786,1.475906,36,1,2,11
6.092006,2.403126,41,2,2,13
5.952244,2.263364,45,1,4,6
6.963845,3.092644,46,1,1,12
6.878768,3.189888,49,1,1,12
6.511859,2.504526,27,1,1,12
5.675611,1.986732,30,1,1,16
6.288716,2.599837,40,1,2,16
5.441418,3.138833,49,2,1,16
5.952244,2.396896,41,2,1,12
3.218876,0.4462871,45,2,1,12
4.976734,1.287854,30,2,2,11
5.952244,2.040221,28,1,1,14
6.357709,2.668829,29,1,1,15
5.035953,1.480605,45,2,1,12
6.763174,2.668829,47,1,1,16
6.291569,2.60269,35,2,1,16
7.003066,3.825012,50,2,1,14
6.001034,2.312155,37,2,1,14
6.357709,2.668829,28,2,1,15
5.441418,1.752539,50,2,2,12
6.827713,3.138833,30,2,1,14
5.846883,2.158004,38,2,1,12
6.323807,2.634928,35,1,2,12
6.175387,2.511826,32,2,2,13
5.983016,2.294136,29,1,1,8
6.127597,2.438717,35,1,1,14
6.001034,2.363448,33,2,1,12
6.804529,3.249181,28,1,5,16
5.595569,1.906689,37,2,1,13
6.214608,2.525729,48,2,1,16
5.886104,1.974081,44,2,1,12
5.768321,2.212973,29,2,1,16
5.595569,1.906689,41,1,2,12
4.710531,1.244795,26,2,1,8
4.982464,1.293585,36,2,1,12
6.767993,3.079114,40,1,2,12
5.035953,1.452434,38,2,2,12
5.868862,2.179983,49,1,2,10
5.462038,1.550014,47,1,1,16
5.789725,2.100845,35,1,1,6
5.789725,2.100845,30,2,1,8
6.453019,2.76414,47,1,1,4
5.478072,1.789192,31,2,1,12
6.047554,2.263364,32,1,1,13
6.011667,2.322788,49,1,2,12
5.595569,1.906689,34,1,1,13
6.001034,2.04979,27,1,1,12
6.645391,2.956511,37,1,2,13
5.952244,2.263364,28,2,1,16
5.62374,1.752539,46,2,1,12
6.710429,3.02155,44,2,1,13
5.521461,2.525729,46,2,1,12
5.664562,2.668829,35,2,1,13
6.785153,3.096273,42,1,1,16
6.175387,2.537801,45,2,1,12
5.991465,2.302585,35,1,1,12
4.211903,1.439314,26,2,1,12
5.846883,2.158004,27,1,2,13
6.001034,2.089011,45,2,1,12
5.035953,1.347074,44,2,2,12
5.664562,1.975682,47,1,3,13
6.694181,2.782158,49,1,1,16
5.298317,1.491655,34,2,1,12
6.134565,2.445686,49,1,1,9
6.511859,2.82298,40,1,1,14
5.926926,2.014903,25,2,2,16
5.521461,1.832582,41,2,1,12
5.381699,1.826351,25,1,1,12
6.511859,2.599837,32,1,1,11
5.846883,2.109214,32,2,1,14
6.511859,2.82298,47,1,1,13
5.521461,1.832582,44,1,1,11
5.227606,1.538727,35,2,2,14
5.722831,1.548443,38,2,2,12
5.846883,2.158004,44,1,1,12
5.846883,2.158004,38,2,1,12
5.959716,2.047693,38,1,2,12
6.214608,2.430418,40,2,2,11
5.108274,1.889398,26,2,2,14
3.378506,1.181281,47,2,1,12
5.664562,1.975682,39,1,2,12
5.644359,1.95548,37,1,1,13
6.357709,2.445686,40,1,1,13
5.777891,2.01669,44,1,1,14
5.976936,2.215736,44,2,1,14
5.441418,1.752539,46,1,1,12
5.664562,1.975682,29,2,1,12
5.393628,1.838279,28,2,1,14
5.259097,1.347074,32,1,1,15
5.952244,2.263364,32,2,1,18
6.806659,3.11778,45,1,2,12
6.08632,2.397441,43,1,1,12
5.2277,1.53882,41,2,2,12
5.521461,1.832582,41,1,1,11
5.4822,1.844614,26,2,1,15
5.952244,2.263364,32,1,1,13
6.54003,2.628007,29,1,1,18
4.692182,1.696449,41,2,1,13
5.035953,1.347074,48,2,2,13
2.851151,1.059392,30,2,1,16
6.511859,2.417515,36,2,1,18
5.153736,1.464857,31,1,1,12
5.952244,1.595535,46,2,2,11
5.857933,2.169054,35,1,2,10
5.991465,2.302585,30,1,1,14
6.024564,2.335685,30,1,1,16
6.061098,2.372219,25,2,1,16
4.055124,1.347074,42,2,2,12
5.7291,2.551046,48,2,3,13
4.990833,1.301953,47,1,1,12
5.398859,1.709979,35,2,1,12
5.846883,2.158004,25,1,1,14
5.259097,1.570217,35,1,1,12
5.90095,2.212071,35,2,2,11.5
5.307887,1.752539,42,2,1,13
6.645391,3.090043,40,1,1,11.5
4.982464,1.293585,27,2,2,12
5.319824,1.630944,33,2,1,10
6.878485,2.871152,36,1,1,16
5.345274,1.433251,43,1,1,16
5.259097,1.703749,32,2,1,12
5.36731,2.371578,29,2,1,11
5.996739,2.30786,27,1,1,11.5
5.375278,1.686399,28,2,1,10
6.482872,2.67621,26,1,1,13
5.035953,1.347074,33,1,1,9
5.857933,2.169054,40,2,1,13
5.498988,1.810109,34,1,1,9
5.48224,1.793361,34,1,1,12
6.134565,2.327903,50,2,1,13
5.883251,2.194371,27,1,1,10
4.912655,1.223775,25,2,2,6
5.79047,2.10159,46,1,1,13
5.838291,2.149411,33,2,1,12
5.36731,1.783791,27,2,2,12
6.508998,2.702336,41,1,1,13
5.595569,1.501224,48,2,2,11
6.29955,2.428349,30,2,1,13
6.214608,2.525729,33,1,2,12
5.010635,1.321756,29,1,1,9
5.164786,1.609438,29,2,1,8
5.441418,1.347074,47,1,1,8
5.874282,2.024135,28,2,1,13
5.693289,2.137941,42,2,1,16
6.782592,3.093713,40,1,1,16
5.259097,1.703749,42,2,2,12
6.013937,2.252737,31,1,1,12
6.047554,2.240891,26,2,1,12
6.311772,2.622892,43,1,1,8
6.357709,2.668829,30,1,1,12
6.155185,2.466305,30,1,1,13
5.952244,2.263364,27,1,1,14
4.121848,1.126115,38,2,1,12
5.403678,1.714798,37,1,1,12
5.622557,1.933678,33,1,1,12
6.357709,2.109214,43,1,1,12
6.214608,2.525729,42,2,1,16
5.354407,1.770888,32,1,1,12
5.886104,2.197225,48,2,2,12
6.645391,2.956511,31,1,1,14
6.252348,2.563469,40,1,2,12
5.846883,2.158004,36,1,3,11
5.416101,1.727221,34,2,3,12
6.357709,2.668829,42,1,1,9
6.633318,2.944439,32,1,1,11
5.010635,1.321756,28,2,2,13
7.270059,3.581179,37,1,1,16
6.41125,2.855902,32,2,1,13
6.594098,2.74395,35,1,1,12
5.354407,1.665527,33,2,1,12
6.511859,2.705197,48,1,1,16
5.789725,2.100845,48,2,1,15
5.227812,1.315789,49,2,2,11
6.422247,2.733368,32,1,1,14
5.115996,1.427116,33,1,1,15
5.90095,2.212071,31,1,1,9
5.890368,1.796024,28,1,2,12
6.654648,2.742625,41,2,1,18
6.214608,2.65926,39,1,1,12
5.818712,2.129833,32,1,2,12
6.39693,2.70805,49,2,1,18
5.444633,1.978897,40,2,1,13
5.259097,1.570217,40,1,1,12
5.493536,1.804657,32,2,1,10
6.545571,2.856691,32,1,2,12
6.092006,2.285343,28,1,1,10
5.298317,1.609438,40,1,1,12
6.482872,2.165384,39,2,1,12
6.093247,2.404368,26,1,1,10
3.912023,0.2231435,33,2,2,12
2.956511,-0.1345309,30,2,1,12
6.694181,2.887519,41,1,1,13
5.387929,1.69905,34,1,1,10
5.521461,1.832582,26,1,2,12
5.952244,2.263364,40,1,2,12
5.288655,1.599776,37,2,1,12
5.418624,1.863276,40,1,2,12
6.214608,2.343407,42,1,1,13
7.016954,3.433436,42,2,1,14
6.717711,3.028832,33,1,1,12
6.236587,2.324564,36,2,1,16
6.35919,2.67031,43,2,1,14
5.441418,1.752539,26,1,1,12
6.109248,2.420368,44,1,1,12
2.484907,1.791759,28,2,1,8
6.404974,2.878614,39,1,1,13
6.33068,2.546491,38,1,1,13
6.288716,2.551046,44,2,1,16
5.441418,1.752539,25,1,1,12
6.763174,2.755841,48,1,1,16
3.649659,0.9416085,46,2,1,16
6.868535,3.061872,39,1,1,16
5.541939,1.986591,25,1,1,12
4.848116,1.292768,35,2,2,13
4.902421,1.18885,31,2,2,12
5.664562,1.975682,44,1,2,10
6.868535,2.956511,31,1,1,13
6.233656,2.544777,45,2,1,13
4.209274,1.031221,49,2,2,12
6.482872,2.793993,45,2,1,14
6.963845,2.8695,44,1,1,20
5.153736,1.347074,46,1,1,14
6.56743,2.696229,41,1,1,12
5.616771,1.927892,44,2,1,13
6.252348,2.445686,44,1,1,15
4.422849,1.427116,37,2,1,16
6.959049,3.047026,38,1,2,12
5.7291,2.510224,35,1,2,10
5.846883,2.040221,40,1,1,13
5.703783,2.014903,30,1,1,13
5.625001,1.617668,38,2,1,16
6.868535,3.179655,30,1,1,12
5.010635,1.321756,28,2,1,12
5.010635,1.203973,39,1,2,8
5.952244,2.040221,35,1,1,13
5.700701,1.8295,42,2,2,9
6.458965,2.770086,26,1,1,12
6.066972,2.378093,44,1,1,10
5.928514,2.239635,27,1,1,12
5.886104,2.197225,29,1,1,10
4.953477,1.398129,25,2,1,12
5.664562,1.975682,43,2,1,12
5.952244,2.263364,30,1,1,12
5.595569,2.040221,30,2,2,14
6.263398,2.479209,46,1,1,16
2.967561,-0.2104924,29,2,2,12
6.56743,2.806229,27,1,1,12
6.214608,2.302585,25,1,1,16
5.1747,1.485821,31,2,1,13
6.092006,1.964871,48,1,1,10
7.055993,3.367113,42,1,1,13
5.90688,2.218001,43,2,1,13
5.647551,1.958672,40,1,1,12
6.175387,2.486508,40,1,1,13
6.134565,2.445686,33,1,2,15
6.252348,2.245015,26,1,1,12
5.762623,2.073744,25,2,1,12
6.357709,2.350376,47,1,1,12
6.717711,3.028832,48,1,1,16
5.952244,2.263364,41,1,1,14
5.57232,1.88344,31,1,2,12
6.357709,2.551046,48,1,1,12
5.664562,2.198826,32,1,1,12
6.511859,2.82298,27,2,1,14
6.214608,2.525729,38,1,1,12
5.789725,2.100845,44,1,1,14
5.595569,1.906689,31,1,1,12
5.7291,2.040221,27,1,1,12
6.134565,2.222542,45,1,1,12
5.393628,1.704748,37,2,2,13
6.357709,2.668829,37,2,1,12
6.806659,3.11778,49,1,1,16
5.441418,1.752539,46,2,2,12
5.035953,1.703749,34,2,2,11
6.001034,2.312155,28,1,1,16
5.263632,1.574752,29,1,1,10
6.620073,2.931194,34,2,1,15
5.776401,2.087522,37,2,1,12
6.733402,3.044523,34,1,1,18
7.176813,3.370151,41,1,1,16
6.252348,2.563469,37,2,1,16
7.205007,3.516127,45,2,1,18
6.390499,2.478476,31,1,1,12
6.134565,2.396896,34,1,2,9
5.952244,2.263364,38,1,1,14
6.848332,2.897088,27,1,1,16
6.155185,2.466305,29,1,1,12
5.441418,1.752539,31,1,1,12
5.356677,1.444654,48,1,1,13
5.755742,2.066863,42,2,1,13
6.511859,2.82298,40,2,2,13
6.306275,2.617396,41,1,1,13
6.511859,2.82298,40,1,1,14
5.991465,2.302585,35,1,1,10
6.763174,2.851151,49,1,1,16
6.175387,2.486508,49,2,1,13
5.381314,1.692435,48,2,1,14
6.422247,2.956511,39,2,1,14
5.634789,1.94591,28,2,1,9
6.357709,2.668829,43,1,1,12
5.952244,2.263364,41,1,1,12
6.368759,2.679879,42,1,1,16
5.90095,1.652455,28,1,5,10
4.565949,1.164752,48,1,1,6
4.828314,1.272966,47,2,2,12
5.675611,1.986732,26,1,2,11.5
5.595569,1.906689,26,2,1,12
5.259097,1.703749,29,2,1,12
6.594098,2.905218,34,2,1,16
6.594098,2.809908,43,1,1,12
5.153736,1.464857,29,2,2,12
5.669881,1.981001,49,1,1,12
6.228815,2.539935,38,2,1,16
6.390499,2.701619,36,1,1,12
6.047554,2.358675,48,1,1,12
6.288716,2.482054,30,1,1,13
6.58575,2.896871,38,1,1,18
6.175387,2.486508,27,1,1,16
5.411646,2.19277,34,1,1,13
6.390499,2.606309,48,1,1,12
5.664562,1.752539,44,2,1,12
6.422247,2.733368,33,1,2,16
7.561672,3.649649,49,1,1,16
5.273985,1.747625,50,2,1,16
6.390499,2.701619,44,1,2,13
6.482872,2.793993,35,1,1,12
5.207803,1.570217,45,2,1,12
5.354407,1.665527,33,2,2,12
4.828314,1.609438,38,2,1,12
5.259097,1.570217,36,1,2,12
5.560682,2.564949,37,2,1,16
6.175387,2.486508,44,1,1,16
5.705379,2.067792,46,2,1,13
6.288716,2.376693,41,2,1,13
3.649659,-0.0392207,35,1,2,12
6.047554,2.358675,43,2,2,14
5.298317,1.609438,29,1,1,13
6.001034,2.312155,37,2,1,14
4.565949,1.100214,29,2,2,11
4.839883,1.621007,30,2,2,12
3.401197,1.609438,29,2,1,13
7.363231,2.981204,49,2,2,16
6.047554,2.358675,36,2,1,13
5.339139,2.006935,41,2,1,12
5.259097,2.040221,50,2,1,12
6.907755,2.631089,39,1,2,12
6.214608,2.882404,27,2,1,8
4.867535,1.178655,40,2,1,12
6.763174,2.956511,48,1,2,18
6.175387,2.168054,32,1,1,14
5.426151,1.597509,48,2,1,12
5.48224,1.793361,40,1,1,10
6.175387,2.081043,44,1,1,14
6.594098,2.905218,49,1,2,16
6.263105,2.574226,50,2,1,13
6.252348,2.158004,38,1,1,13
4.297686,2.911391,35,2,1,12
5.521461,1.832582,31,1,2,10
6.252348,2.340325,42,1,1,13
5.942194,2.253314,26,2,2,12
5.7291,2.040221,46,2,2,16
5.441418,1.752539,33,2,1,12
3.036554,-0.7011154,47,2,1,9
2.263364,-1.202371,33,1,2,11
5.441418,1.752539,27,1,2,12
4.743756,1.342559,25,2,2,8
5.601504,1.59417,43,2,1,13
4.892852,2.590267,34,2,1,16
6.670084,2.932414,29,1,1,12
5.926926,2.014903,39,2,1,18
5.259097,1.570217,35,1,1,14
6.56743,2.87855,48,1,1,13
6.54003,2.802361,33,2,1,14
6.406499,2.82298,34,1,1,14
5.607639,1.695616,49,1,1,8
6.328424,2.639544,30,2,1,11
5.633569,2.232372,40,2,2,12
6.328761,2.234416,44,1,1,13
6.907755,3.218876,37,2,1,16
5.73723,2.048351,26,2,1,13
6.357709,2.746791,40,2,1,13
5.789725,1.69538,50,1,1,13
6.827713,2.915689,31,2,2,16
5.703783,2.302585,35,1,1,13
6.306416,2.617536,43,1,1,16
5.595569,1.906689,28,2,1,13
4.748271,0.7409378,49,1,1,12
6.014632,2.102609,48,2,1,12
5.035953,1.539446,36,2,1,15
5.664562,1.570217,30,1,2,14
5.846883,1.975682,28,1,1,12
3.544298,-0.0110498,37,2,4,12
6.047554,2.135531,38,1,1,12
5.846883,2.158004,42,2,1,12
6.047554,2.176353,43,1,1,12
6.134565,2.445686,31,2,1,14
6.357709,2.668829,36,1,1,14
6.865196,2.953173,50,1,1,13
5.952244,2.263364,27,2,2,12
5.664562,1.975682,47,1,1,12
6.001034,2.312155,29,1,1,13
4.422849,1.427116,32,2,1,11
6.288716,2.482054,34,2,1,14
5.866302,1.954278,29,1,1,10
5.926926,2.014903,45,1,1,12
6.863301,3.056638,47,1,1,15
5.298317,1.514128,44,2,1,12
6.711951,2.905288,31,1,1,12
4.60517,1.714798,30,2,1,13
5.27556,1.586681,30,2,2,12
5.7291,2.040221,32,1,1,8
5.703783,2.014903,34,1,2,11
5.631462,1.942582,30,1,2,12
5.281641,1.592761,47,2,2,12
5.846883,2.040221,33,1,1,8
5.354407,1.665527,27,2,1,12
5.857933,2.169054,25,1,1,8
4.916325,1.360977,26,1,2,11
5.758295,2.069416,38,2,2,16
5.560682,1.871802,35,1,2,12
5.664562,1.975682,28,2,1,13
6.194806,2.505926,32,1,1,12
5.521461,2.055725,28,2,1,12
6.39693,2.302585,49,1,1,20
6.047554,2.176353,28,2,1,16
5.818712,2.129833,32,2,1,16
5.886104,2.197225,30,2,1,16
6.422247,2.733368,41,1,2,16
5.713833,1.885191,30,2,1,12
6.670084,2.981204,41,2,1,18
5.030438,1.446919,27,1,2,12
6.642888,2.468501,48,2,1,12
6.594098,2.787435,29,1,1,13
6.926804,3.120141,50,1,1,13
6.134565,2.445686,42,1,1,13
5.718171,2.029292,44,2,1,12
5.393628,1.838279,28,1,1,13
6.390499,2.583836,39,1,1,14
5.952244,2.314658,25,2,1,13
5.521461,1.832582,36,2,1,16
5.498114,1.586091,44,1,1,13
6.184149,2.49527,44,1,2,15
5.84655,2.15767,45,2,2,12
6.149454,2.05511,26,1,1,11
5.765914,2.077035,38,2,1,12
6.040255,2.351375,26,1,1,12
5.789725,2.100845,26,1,2,12
6.548247,2.859367,40,2,1,16
5.879673,2.190794,43,1,1,12
5.714145,2.158797,30,2,2,13
6.059314,2.370435,41,1,1,12
5.611301,1.922422,30,2,1,15
5.180534,2.184802,33,2,1,16
5.307887,1.619007,27,1,2,12
4.39545,1.350927,26,2,2,12
6.740701,3.051822,45,1,1,12
4.391596,2.089011,47,2,1,10
5.480639,1.791759,31,2,1,11
6.357709,2.668829,48,1,1,12
6.422247,2.733368,39,1,1,8
4.566949,1.571217,38,2,1,14
6.453019,2.646357,37,2,1,18
5.441418,1.752539,32,2,1,12
5.400509,1.488486,28,1,1,12
5.748658,1.877457,34,2,2,15
6.092006,2.403126,27,2,1,13
6.115401,2.426522,44,1,1,13
5.354407,1.665527,29,2,1,13
5.703783,2.371578,43,2,1,18
5.952244,2.081043,27,2,1,12
6.233656,2.426994,31,1,1,16
4.569025,2.489583,32,2,1,15
3.361977,-0.4446858,32,1,1,13
7.219192,3.412529,29,1,2,12
6.35919,2.67031,35,2,1,15
6.453019,2.76414,41,1,1,12
5.789725,1.877702,30,1,1,13
5.637533,1.948654,49,2,1,13
4.467996,1.066798,48,2,1,12
5.424611,1.735732,39,2,1,13
5.762623,1.8506,26,2,1,13
5.010635,1.321756,40,2,1,12
4.528797,1.196593,25,1,1,12
6.309918,2.621039,30,1,1,12
3.754534,1.046483,33,2,1,12
6.001034,2.312155,29,2,2,12
6.54003,2.851151,29,2,2,12
6.898055,3.091392,50,1,1,18
5.956779,2.2679,45,2,1,13
5.874282,2.236696,39,2,1,16
6.323807,2.686221,30,2,1,13
5.480639,1.791759,33,2,1,12
5.664562,1.857899,28,1,1,11
6.54003,2.628007,37,2,1,15
6.134565,2.445686,41,1,1,14
6.806659,3.251311,35,2,1,11.5
5.846883,2.158004,27,2,2,18
6.747496,3.058617,31,1,2,14
5.233779,1.544899,28,2,1,13
6.907755,2.995732,30,1,1,16
6.482872,2.793993,26,1,1,12
5.164786,1.475906,29,2,2,15
6.175387,2.368725,30,1,1,13
4.696978,1.988927,28,1,4,12
6.175387,2.263364,33,1,5,9
4.933674,1.350155,37,2,2,11
5.952244,2.263364,42,2,2,12
6.645391,2.838728,50,1,1,13
6.288716,2.599837,33,1,1,13
5.259097,1.857899,42,2,1,18
5.82441,2.135531,29,2,1,12
5.574571,1.662548,30,1,1,13
3.161247,0.8586616,29,2,1,16
5.62374,1.817077,31,2,1,11.5
5.809143,2.120264,29,1,1,12
6.868535,2.956511,38,1,1,13
6.059732,2.034381,26,1,1,9
6.848332,3.159452,31,1,4,16
6.134565,2.109214,49,2,1,12
6.312566,2.218222,35,1,1,14
5.846883,2.158004,29,2,2,12
5.354407,1.665527,29,1,2,12
6.175387,2.486508,39,1,1,11.5
5.521461,1.692819,34,1,2,13
6.390499,2.606309,35,1,1,16
3.968112,0.9723802,40,2,4,13
6.645391,2.956511,30,1,1,13
